unique_video_id,filename,Number_of_vertice,Number_of_edge,in_degree,out_degree,betweenness,density,transitivity,reciprocity,constraint,Number_of_topics,Content_type,Verified_status,Number_of_thumbs,Number_of_transmits,Number_of_comments,Followee,Follower,Publisher,Government_account,Unnamed: 12,Video_duration,Publish_date,Number_of_views,Video_length,nowtime,Published_days
121,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/最近6年出现了17个，揭秘北极圈的神秘巨洞！远古病毒警告.csv.csv,196,575,195,195,37419,0.0150444793301936,0.0202056008507621,0.714788732394366,0.985386923688491,3.0,2,2,4300,75,235,4,52000,老肉杂谈,2,https://www.bilibili.com/video/BV1Rp4y1s7MW?from=search&seid=5869167383923151689,00:14:46,2021-01-08 21:00:12,102000,886,2022-01-09 14:50:54.632463,365
122,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/最暖10年？世界气象组织警告 极端气候越发频繁.csv.csv,213,638,212,212,44255,0.0141287979449021,0.0230578884223155,0.671974522292994,0.985953889656323,5.0,2,1,1504,45,343,12,2131000,央视网,1,https://www.bilibili.com/video/BV1LJ411B7Ve?from=search&seid=5869167383923151689,00:01:41,2019-12-04 20:40:30,15000,101,2022-01-09 14:50:54.632463,766
123,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/MC全球变暖！海平面每过15秒上升一格！你能活多久？生存挑战！我的世界Minecraft.csv.csv,485,1453,484,484,232348,0.0061898270426855,0.0084627267565042,0.675997200839748,0.991888084564163,11.0,2,1,,,,125,1067000,椒盐蛋,2,https://www.bilibili.com/video/BV1Wt4y1X7eW?from=search&seid=5869167383923151689,00:11:02,2020-07-26 15:30:34,1638000,662,2022-01-09 14:50:54.632463,531
124,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/“大家快来抗议！”“你以为别人不用工作吗？”.csv.csv,1195,3620,1194,1194,1421650,0.0025370927160208,0.0035552583526057,0.661308203991131,0.99553402409909,7,1,1,5790,258,1549,42,7194000,观察者网,1,https://www.bilibili.com/video/BV11b411G7zN?from=search&seid=6075194328091201621,00:01:06,2019-04-19 20:55:53,258000,66,2022-01-09 14:08:02.086693,995
125,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/“黄背心”第45周，巴黎警方逮捕百余人.csv.csv,2085,6369,2084,2084,4335121,0.0014657755561385,0.0020872044916411,0.656062992125984,0.997395772833586,16,1,1,15000,957,2576,12,2129000,观察者网,1,https://www.bilibili.com/video/BV1xJ411g7PQ?from=search&seid=6075194328091201621,00:00:50,2019-09-22 18:09:55,367000,50,2022-01-09 14:08:02.086693,839
126,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/“老板，加冰！” 澳洲酷暑难耐 动物们“小灶吃冰”.csv.csv,258,776,257,257,65195,0.0117033149337918,0.0189799208559285,0.665799739921977,0.984210409925298,3,2,1,4285,22,308,42,7194000,小央视频,1,https://www.bilibili.com/video/BV1iJ411s7wy?from=search&seid=6075194328091201621,00:01:06,2019-12-23 08:47:13,144000,66,2022-01-09 14:08:02.086693,748
127,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/《阴阳师》 | 蔚海相守，携手同行.csv.csv,244,732,243,243,58323,0.0123456790123457,0.0205438066465257,0.670360110803324,0.987744656909654,2,3,1,7005,282,477,18,1575000,网易阴阳师手游,2,https://www.bilibili.com/video/BV1fD4y1o7gm?from=search&seid=6075194328091201621,00:01:43,2020-09-28 15:55:10,59000,103,2022-01-09 14:08:02.086693,467
128,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/《自然》刊文：全球变暖或致北极熊在本世纪末灭绝.csv.csv,110,324,109,109,11544,0.027022518765638,0.0475598383587193,0.68125,0.977034026036647,2,2,1,1957,105,260,16,1305000,央视网快看,1,https://www.bilibili.com/video/BV1wD4y1D7kt?from=search&seid=6075194328091201621,00:00:34,2020-07-22 09:33:50,22000,34,2022-01-09 14:08:02.086693,536
129,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【地球淹没计划】爆肝300个小时，让一吨水灌满末世地球！.csv.csv,329,1009,328,328,106699,0.0093502112832678,0.0155121858940001,0.695304695304695,0.989495712559828,13,2,2,9098,484,892,61,15000,展开聊聊,2,https://www.bilibili.com/video/BV1AK411c7Zc?from=search&seid=6075194328091201621,00:04:49,2021-04-22 18:12:33,152000,289,2022-01-09 14:08:02.086693,261
130,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【懂点儿啥10】瑞典少女帆船跨大西洋宣传环保，图的什么？.csv.csv,1048,3267,1047,1047,1092249,0.0029774273278068,0.0058750691135912,0.642703533026114,0.994789431913184,20,3,1,24000,2775,5804,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1w4411y7JG?from=search&seid=6075194328091201621,00:06:12,2019-09-04 19:59:27,667000,372,2022-01-09 14:08:02.086693,857
131,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【懂点儿啥25】瑞典环保少女格蕾塔·通贝里这一年.csv.csv,1222,3748,1221,1221,1488250,0.0025119599587684,0.0049155504376564,0.653629788373962,0.995882373797309,20,3,1,66000,6979,8063,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1jJ411e7GU?from=search&seid=6075194328091201621,00:27:22,2019-12-28 13:05:36,1199000,1642,2022-01-09 14:08:02.086693,743
132,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【复旦赵斌】借用读Nature，消除对中国碳中和的误解 | 中国如何在本世纪中叶实现碳中和 | 一起读Nature & Science 028.csv.csv,94,285,93,93,8332,0.0326012354152368,0.0549169859514687,0.734982332155477,0.970636603361279,5,2,1,2566,231,284,39,115000,复旦赵斌,2,https://www.bilibili.com/video/BV1fy4y1K7sr?from=search&seid=6075194328091201621,00:15:54,2021-07-08 23:05:25,54000,954,2022-01-09 14:08:02.086693,184
133,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【复旦赵斌】什么，光合作用在计算中直接被忽略掉？.csv.csv,236,748,235,235,51447,0.0134871979805265,0.0263661856234184,0.696236559139785,0.984971425234209,13,2,1,7446,188,738,39,115000,复旦赵斌,2,https://www.bilibili.com/video/BV1eo4y1C7sQ?from=search&seid=6075194328091201621,00:09:33,2021-06-29 17:10:39,154000,573,2022-01-09 14:08:02.086693,193
134,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【汉武时代漫谈】28气候变化和四千年王朝兴衰规律.csv.csv,172,548,171,171,28758,0.0186318509451924,0.0352833078101072,0.641791044776119,0.977711111524302,10,2,1,7201,816,507,0,235000,草说木言,2,https://www.bilibili.com/video/BV12p4y1U7g4?from=search&seid=6075194328091201621,00:14:32,2020-06-26 20:00:39,77000,872,2022-01-09 14:08:02.086693,561
135,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【吉米鸡毛秀】吉米读有关气候变化的喷子评论@柚子木字幕组.csv.csv,112,335,111,111,11989,0.0269465894465894,0.0437778678556952,0.670731707317073,0.972485482864968,3,3,1,7,28,221,7,3647000,柚子木字幕组,2,https://www.bilibili.com/video/BV1Es411v7Fk?from=search&seid=6075194328091201621,00:02:55,2016-06-22 22:25:17,33000,175,2022-01-09 14:08:02.086693,2026
136,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【科技】地球所有冰融化后，北京将成沿海城市，山东成为几座孤岛-【生肉】【大通盛道编辑字幕】.csv.csv,544,1622,543,543,293189,0.0054910085581193,0.008596672769243,0.684673366834171,0.993864443854894,10,2,2,799,185,889,77,13000,云尔老师,2,https://www.bilibili.com/video/BV1mx411v7DJ?from=search&seid=6075194328091201621,00:02:44,2017-05-22 11:46:16,158000,164,2022-01-09 14:08:02.086693,1693
137,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【密集恐惧症慎入！澳大利亚一妈妈在女儿卧室发现上百只蜘蛛，网友直呼：噩梦，窒息了！】.csv.csv,1039,3260,1038,1038,1072828,0.0030227671857295,0.0060885981348133,0.666666666666667,0.995409115286473,17,3,2,16000,7874,3492,21,5772,励志少女派,2,https://www.bilibili.com/video/BV1fh411k7vF?from=search&seid=6075194328091201621,00:00:56,2021-01-30 15:00:33,879000,56,2022-01-09 14:08:02.086693,343
138,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【潜入】美国人坐下！中国人要开始吃肉了.csv.csv,953,2961,952,952,903206,0.003263687426702,0.0066931639889043,0.664638269100744,0.995453007030295,20,1,1,69000,3618,5639,42,7194000,观察者网,1,https://www.bilibili.com/video/BV11h411C7JT?from=search&seid=6075194328091201621,00:11:02,2021-02-11 12:00:17,845000,662,2022-01-09 14:08:02.086693,332
139,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【数据可视化】为什么说发达国家对今天全球气候变化负有不可推卸的历史责任？.csv.csv,509,1534,508,508,256495,0.0059325835744009,0.0103649856963197,0.670191672174488,0.993145716578229,13,1,1,4612,286,1843,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1bb411M7sF?from=search&seid=6075194328091201621,00:04:22,2019-04-11 12:25:16,113000,262,2022-01-09 14:08:02.086693,1004
140,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【双语 | TED演讲】16岁诺贝尔提名，火爆全世界的小孩！她到底说了些什么？.csv.csv,283,882,282,282,78207,0.011051800616495,0.0197132240253606,0.645235361653272,0.988096051775544,19,2,2,170,213,625,14,168000,TED精选Live,2,https://www.bilibili.com/video/BV1C4411C7sS?from=search&seid=6075194328091201621,00:11:10,2019-09-08 20:55:59,29000,670,2022-01-09 14:08:02.086693,853
141,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【碳中和】从中国火到全球，Nature坐不住了 | 一起读Nature & Science 017.csv.csv,542,1676,541,541,288996,0.005715805771736,0.0109437078556705,0.692998204667864,0.993989331690604,14,2,1,21000,1817,1293,39,115000,复旦赵斌,2,https://www.bilibili.com/video/BV1DZ4y1c73L?from=search&seid=6075194328091201621,00:20:13,2021-04-09 10:57:30,463000,1213,2022-01-09 14:08:02.086693,275
142,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【退群！】特朗普宣布美国退出巴黎气候协定.csv.csv,544,1672,543,543,292988,0.0056602751597876,0.0104860875785986,0.662186927306048,0.992351402172623,19,1,1,132,416,2191,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1bx411e7tR?from=search&seid=6075194328091201621,00:02:42,2017-06-02 09:45:42,108000,162,2022-01-09 14:08:02.086693,1682
143,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【万类共生】影片获得2020HCCFF铜奖！！！.csv.csv,109,320,108,108,11329,0.0271831464492015,0.0371002132196162,0.70253164556962,0.966970206480404,4,2,1,4587,522,224,21,127000,WWF世界自然基金会,2,https://www.bilibili.com/video/BV1zZ4y1G7Sq?from=search&seid=6075194328091201621,00:00:59,2020-11-23 14:03:18,50000,59,2022-01-09 14:08:02.086693,412
144,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【直通外交部】中国气候行动的力度有多大？赵立坚举了两个例子.csv.csv,189,565,188,188,34658,0.0159011595181808,0.0230630087428399,0.676156583629893,0.977848457911748,2,1,1,10000,42,288,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1YU4y147WA?from=search&seid=6075194328091201621,00:01:10,2021-01-27 16:52:14,134000,70,2022-01-09 14:08:02.086693,346
145,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【COP26】联合国气候变化宣传片中恐龙登场 呼吁改变.csv.csv,115,330,114,114,12773,0.0251716247139588,0.0337117303061576,0.701219512195122,0.97284850603881,1,2,1,2710,65,189,12,2129000,小央视频,1,https://www.bilibili.com/video/BV1D3411r7dq?from=search&seid=6075194328091201621,00:00:51,2021-10-28 17:10:10,26000,51,2022-01-09 14:08:02.086693,72
146,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【Kurz】你能阻止气候变化吗？@青知字幕组.csv.csv,243,766,242,242,57642,0.0130258817127504,0.0228366116558066,0.710526315789474,0.986940546239935,11,2,1,2698,279,537,8,215000,青知字幕组,2,https://www.bilibili.com/video/BV1Fr4y127KE?from=search&seid=6075194328091201621,00:15:49,2021-10-05 14:44:13,28000,949,2022-01-09 14:08:02.086693,95
147,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【Kurz】谁应该为气候变化负责？谁又该去挽救它？@青知字幕组.csv.csv,606,1942,605,605,363684,0.0052968933256962,0.0094574640589189,0.638566912539515,0.99195964301036,18,1,1,4231,529,1376,8,215000,青知字幕组,2,https://www.bilibili.com/video/BV1Wk4y1q7ou?from=search&seid=6075194328091201621,00:10:37,2020-06-30 18:30:18,59000,637,2022-01-09 14:08:02.086693,557
148,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【Kurz】我们需要利用核能来阻止气候变化吗？@青知字幕组.csv.csv,163,501,162,162,25816,0.0189729606907521,0.0362903225806452,0.668,0.978571699700049,8,2,1,2665,95,301,8,215000,青知字幕组,2,https://www.bilibili.com/video/BV1cf4y1W7z6?from=search&seid=6075194328091201621,00:10:43,2021-04-26 15:23:22,36000,643,2022-01-09 14:08:02.086693,257
149,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/【Kurz】现在阻止气候变化会不会太晚？嗯...有点麻烦 @青知字幕组.csv.csv,199,616,198,198,38274,0.0156337241764377,0.0287361539858362,0.68189233278956,0.980793819797146,8,2,1,2814,173,372,8,215000,青知字幕组,2,https://www.bilibili.com/video/BV1ta411w7cT?from=search&seid=6075194328091201621,00:10:07,2020-11-21 15:06:39,49000,607,2022-01-09 14:08:02.086693,413
150,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/2020地球到底怎么了？全网硬核剖析气候灾难与人类文明的羞羞史！——硬核故事02期.csv.csv,1432,4341,1431,1431,2043052,0.0021183959336167,0.0028835055455755,0.667287977632805,0.995925135567773,19,2,1,29000,2180,2147,11,718000,硬核奇点,2,https://www.bilibili.com/video/BV1QE411p7rA?from=search&seid=6075194328091201621,00:13:18,2020-03-07 12:45:36,571000,798,2022-01-09 14:08:02.086693,673
151,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/400架私人飞机、13000吨CO₂…拜登等人赴英方式被批环保伪君子.csv.csv,825,2449,824,824,677263,0.0036025301559282,0.0047894001094025,0.677564364527994,0.994495267395479,10,1,1,28000,288,1076,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Gg411K7wr?from=search&seid=6075194328091201621,00:00:51,2021-11-03 09:31:46,416000,51,2022-01-09 14:08:02.086693,67
152,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/50万人给出了9.2分的评价，放映结束后观众忍不住鼓掌致敬.csv.csv,488,1493,487,487,235696,0.0062821893829737,0.0104053201857479,0.669882839421089,0.991001004504711,2,3,2,603,79,794,12,2970,春天的河边柳,2,https://www.bilibili.com/video/BV13W411g7Wh?from=search&seid=6075194328091201621,00:05:36,2018-03-22 18:00:35,212000,336,2022-01-09 14:08:02.086693,1388
153,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/5国军舰压境外海，“剑指中国”全球炸锅，赵立坚一句话让其闭嘴.csv.csv,253,748,252,252,62944,0.0117322291235335,0.0174987133299022,0.683646112600536,0.987277921960971,4,3,1,4242,26,299,3,9523,剁椒国际,2,https://www.bilibili.com/video/BV1CK4y1K7Ve?from=search&seid=6075194328091201621,00:02:29,2021-04-09 11:51:50,272000,149,2022-01-09 14:08:02.086693,275
154,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/9岁中国“熊猫女孩”联合国演讲火了，网友点名瑞典环保“公主”.csv.csv,717,2170,716,716,510479,0.0042269543333099,0.0070448188382228,0.664809656453111,0.994518317949029,12,2,2,19000,407,1217,353,1117,秦騎叔話,2,https://www.bilibili.com/video/BV1qJ411v7kW?from=search&seid=6075194328091201621,00:02:01,2019-12-09 04:33:49,285000,121,2022-01-09 14:08:02.086693,762
155,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/澳大利亚官方确认珊瑚裸尾鼠灭绝，这是首个因气候变化灭绝的哺乳动物！.csv.csv,238,706,237,237,55354,0.0125163989646492,0.0203597187985027,0.67816091954023,0.985381908374813,5,2,1,301,18,417,393,191000,是牧羊女,2,https://www.bilibili.com/video/BV1eb411Y7J3?from=search&seid=6075194328091201621,00:01:05,2019-02-21 13:13:34,21000,65,2022-01-09 14:08:02.086693,1053
156,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/澳大利亚气候变化抗议者扮僵尸“撕咬”女记者 直播记录下全程.csv.csv,232,690,231,231,52625,0.0128750559785043,0.0181482787619022,0.684133915574964,0.987918719013497,6,3,1,2224,96,290,30,297000,青蜂侠-Bee,1,https://www.bilibili.com/video/BV1of4y1z7Hm?from=search&seid=6075194328091201621,00:01:01,2021-02-23 16:54:03,72000,61,2022-01-09 14:08:02.086693,319
157,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/澳大利亚总理发言时嘴瓢，把应对气候变化说成“应对中国”.csv.csv,1764,5299,1763,1763,3104254,0.0017038957764992,0.0020357450614868,0.668430001889288,0.997015967740548,11,1,1,35000,1011,1975,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1cL4y1q7Wn?from=search&seid=6075194328091201621,00:00:38,2021-11-03 21:15:19,558000,38,2022-01-09 14:08:02.086693,66
158,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/澳洲大火烧光民心！数万人上街抗议“考拉们”高喊“莫里森下台”.csv.csv,735,2202,734,734,536561,0.0040816326530612,0.0052514228715601,0.671552908841044,0.994737858035209,15,1,1,9651,176,1718,79,367000,安徽共青团,1,https://www.bilibili.com/video/BV1nJ411p7xG?from=search&seid=6075194328091201621,00:00:40,2020-01-11 17:15:30,300000,40,2022-01-09 14:08:02.086693,728
159,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/白宫：特朗普即将宣布美国是否退出《巴黎协定》.csv.csv,374,1139,373,373,137839,0.0081647574945162,0.0141469862978875,0.66786355475763,0.990607762525973,11,1,1,6,37,594,28,1387000,环球时报,1,https://www.bilibili.com/video/BV1xx411e7A2?from=search&seid=6075194328091201621,00:02:36,2017-06-01 18:20:24,27000,156,2022-01-09 14:08:02.086693,1682
160,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登被爆宴会上放响屁，把英王储妃吓一跳.csv.csv,3540,10659,3539,3539,12514791,0.0008508101014841,0.0011255011747191,0.671924882629108,0.998416346189502,15,3,1,78000,17000,4113,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Ur4y1C7kg?from=search&seid=6075194328091201621,00:00:27,2021-11-09 09:46:02,1485000,27,2022-01-09 14:08:02.086693,61
161,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登承诺2020年前实现用电零排放  网友：？？？.csv.csv,1372,4119,1371,1371,1875042,0.0021897786935968,0.0028421019755905,0.671525753158406,0.996682417669549,6,1,1,37000,1288,1519,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1p64y1Y7CW?from=search&seid=6075194328091201621,00:00:37,2021-09-08 14:17:57,547000,37,2022-01-09 14:08:02.086693,122
162,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登加紧回归《巴黎气候协定》，又来割中国人韭菜了？.csv.csv,1016,3086,1015,1015,1026765,0.0029925138668011,0.00434096399529,0.669915529564652,0.996004476561301,15,1,1,23000,291,1304,164,1263000,留学生日报,2,https://www.bilibili.com/video/BV1oV411i74d?from=search&seid=6075194328091201621,00:08:39,2021-02-18 16:26:10,218000,519,2022-01-09 14:08:02.086693,324
163,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登开始找茬，要求中国强化减排目标，美媒：中国人应少吃肉.csv.csv,540,1611,539,539,288848,0.0055349412492269,0.0068453482549152,0.677037958929683,0.993512483872165,7,1,1,1996,30,625,2,74000,神鸟知讯观察,2,https://www.bilibili.com/video/BV1zf4y1k7yD?from=search&seid=6075194328091201621,00:02:57,2021-01-27 12:21:52,84000,177,2022-01-09 14:08:02.086693,347
164,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登签署气候危机行政令：我们不能再等了.csv.csv,911,2731,910,910,826082,0.0032942907805695,0.0049130123862501,0.668621700879765,0.994838568475853,10,1,1,16000,114,1126,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Cz4y1m7AE?from=search&seid=6075194328091201621,00:01:27,2021-01-28 10:28:33,245000,87,2022-01-09 14:08:02.086693,346
165,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登替特朗普政府向全世界道歉.csv.csv,1683,5050,1682,1682,2825021,0.0017839442194201,0.0023990207133782,0.672874975232812,0.996850860121147,13,1,1,34000,1021,2030,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1YL4y1q7Ch?from=search&seid=6075194328091201621,00:00:54,2021-11-02 09:39:08,791000,54,2022-01-09 14:08:02.086693,68
166,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登宣布国安及外交团队首批内阁成员 布林肯任国务卿.csv.csv,262,788,261,261,66910,0.0115235003363458,0.0194795539033457,0.677707006369427,0.989444646149187,8,1,1,5499,411,359,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1Yf4y1v7U3?from=search&seid=6075194328091201621,00:00:40,2020-11-24 12:01:12,105000,40,2022-01-09 14:08:02.086693,411
167,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/拜登在联合国气候大会上“打瞌睡”.csv.csv,3924,11840,3923,3923,15375955,0.0007691382247925,0.0011150632766074,0.672192151556157,0.998775172564687,11,2,1,272000,31000,5152,106,9453000,共青团中央,1,https://www.bilibili.com/video/BV1Yv411T74R?from=search&seid=6075194328091201621,00:01:14,2021-11-02 17:56:03,2670000,74,2022-01-09 14:08:02.086693,67
168,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/被大火烧伤的考拉等来了救援，那默默抱头蜷缩的样子让人泪目....csv.csv,984,3028,983,983,963222,0.0031304534815439,0.0049966226088789,0.653794940079893,0.995474986271547,15,2,2,20000,1579,1789,5,65000,地球情报猿,2,https://www.bilibili.com/video/BV1rJ411G7Mo?from=search&seid=6075194328091201621,00:03:02,2020-01-09 17:13:03,744000,182,2022-01-09 14:08:02.086693,730
169,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/濒临灭绝！和彭于晏一起守护它！.csv.csv,230,681,229,229,51759,0.0129295614201633,0.0133853541416567,0.670588235294118,0.977429191356036,1,2,1,12000,468,424,19,7898000,央视新闻,1,https://www.bilibili.com/video/BV1bJ411B762?from=search&seid=6075194328091201621,00:02:58,2019-12-05 11:28:59,107000,178,2022-01-09 14:08:02.086693,766
170,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/超可爱的嘤嘤怪北美鼠兔，能预测气候变化的小机灵鬼，你可不能欺负兔兔.csv.csv,164,475,163,163,26103,0.0177689660332186,0.021849963583394,0.696774193548387,0.98142978728721,1,2,2,3026,516,313,12,55000,宠了个趣,2,https://www.bilibili.com/video/BV1it411z7VW?from=search&seid=6075194328091201621,00:02:03,2018-12-30 10:30:12,89000,123,2022-01-09 14:08:02.086693,1106
171,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/臭气熏天！抗议者白宫外倒牛粪 反对拜登气候计划.csv.csv,183,537,182,182,32585,0.0161232210412538,0.0187282229965157,0.676635514018692,0.98052997529074,1,1,1,1512,40,187,12,418000,CGTN,1,https://www.bilibili.com/video/BV1jK4y1P7sR?from=search&seid=6075194328091201621,00:00:44,2021-04-23 18:58:37,27000,44,2022-01-09 14:08:02.086693,260
172,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/从农场劳动到气候变化 杰瑞米继续阐述他对环保少女的看法.csv.csv,120,354,119,119,13924,0.0247899159663866,0.0383173189594563,0.67816091954023,0.972790197139784,3,3,1,1858,309,195,49,189000,不靠谱实验室,2,https://www.bilibili.com/video/BV1cJ411y7Q8?from=search&seid=6075194328091201621,00:10:54,2019-12-09 20:05:17,64000,654,2022-01-09 14:08:02.086693,761
173,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/打断英国首相约翰逊讲话，赶走记者 白宫回应.csv.csv,194,569,193,193,36637,0.0151968377757598,0.0234304207119741,0.681978798586572,0.987593382132484,1,1,1,1241,123,231,39,244000,凤凰网,2,https://www.bilibili.com/video/BV11b4y1y79K?from=search&seid=6075194328091201621,00:00:33,2021-09-23 11:01:24,79000,33,2022-01-09 14:08:02.086693,108
174,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/当铲屎官的你被猫咪当做宠物，会是一种什么体验？.csv.csv,782,2410,781,781,607547,0.0039460197595711,0.0055911047734226,0.654362416107383,0.994535012325668,19,2,1,32000,4124,1409,1040,737000,wuhu动画人空间,2,https://www.bilibili.com/video/BV1iJ411j7a9?from=search&seid=6075194328091201621,00:03:27,2020-01-03 15:20:09,349000,207,2022-01-09 14:08:02.086693,736
175,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/地球上的灭绝事件，五次生物大灭绝.csv.csv,450,1404,449,449,199867,0.0069487750556792,0.0127358366444754,0.654124457308249,0.992232548199342,20,2,2,6051,1162,888,615,2549,唯唔道心,2,https://www.bilibili.com/video/BV1Ys411C7TG?from=search&seid=6075194328091201621,00:40:35,2016-08-05 09:21:16,587000,2435,2022-01-09 14:08:02.086693,1983
176,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/调查显示发达国家民众不愿为环境改变生活习惯.csv.csv,397,1192,396,396,155812,0.0075821184133526,0.0107765422243674,0.681244743481918,0.989673231754001,14,2,1,5965,87,412,178,1915000,中国日报,1,https://www.bilibili.com/video/BV1ag411K7gY?from=search&seid=6075194328091201621,00:01:14,2021-11-09 11:10:44,45000,74,2022-01-09 14:08:02.086693,61
177,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/丁仲礼院士：中国“碳中和”框架路线图研究（中科院学部“碳中和”咨询项目简介）【2021中科院学部学术年会】.csv.csv,1112,3372,1111,1111,1231488,0.0027294096316106,0.0045785501121833,0.678359096313912,0.996488091100784,16,2,1,30000,4584,1608,164,1263000,二次元的中科院物理所,2,https://www.bilibili.com/video/BV1zy4y137QQ?from=search&seid=6075194328091201621,00:29:37,2021-06-04 17:30:18,386000,1777,2022-01-09 14:08:02.086693,218
178,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/丁仲礼院士被美国制裁了，曾质问柴静“中国人是不是人”.csv.csv,777,2338,776,776,599507,0.0038775889291353,0.0053923496039993,0.678954136305186,0.994742784832688,11,1,1,36000,983,946,1501,1740000,留学生日报,2,https://www.bilibili.com/video/BV1gy4y1B7K6?from=search&seid=6075194328091201621,00:07:21,2020-12-11 17:34:24,458000,441,2022-01-09 14:08:02.086693,393
179,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/定向“打击”700名美国富豪，“亿万富翁税”计划怎么样了？.csv.csv,1341,4058,1340,1340,1792430,0.0022582835264393,0.0032779473267774,0.667160128300025,0.996444383816297,8,1,1,23000,455,1580,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1TU4y1c7Uf?from=search&seid=6075194328091201621,00:07:22,2021-10-30 14:30:19,308000,442,2022-01-09 14:08:02.086693,70
180,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/对话丁仲礼：中国和世界该如何走好碳中和之路？.csv.csv,792,2379,791,791,623647,0.0037974562310845,0.0056943909493924,0.69704641350211,0.995035719710129,19,2,1,24000,3674,1054,1501,1740000,二次元的中科院物理所,2,https://www.bilibili.com/video/BV1Lv411N7Na?from=search&seid=6075194328091201621,00:25:33,2021-08-21 18:08:37,295000,1533,2022-01-09 14:08:02.086693,140
